PCA1,PCA2,PCA3,active_hand
11.661041,-0.6889784,-10.875263,0
4.0198035,7.5060525,-13.548259,1
11.668872,-0.6851062,-10.8726015,0
4.0348988,7.5240073,-13.565904,1
11.655256,-0.6928069,-10.879168,0
10.639173,11.677308,-8.366438,0
18.398537,-0.7396974,4.022526,1
18.321728,-0.7097447,4.052501,1
10.635753,11.677851,-8.371251,0
18.371473,-0.68914515,4.086186,1
10.640554,11.688548,-8.368109,0
18.36108,-0.6846462,4.0839753,1
10.640666,11.688009,-8.36815,0
18.414383,-0.63245946,4.1546407,1
10.608444,11.623678,-8.388643,0
18.502739,-0.5778485,4.225663,1
10.615437,11.639966,-8.3838415,0
18.504488,-0.5592196,4.249625,1
10.573031,11.552729,-8.407697,0
18.521223,-0.567889,4.2385774,1
10.657842,11.710518,-8.351686,0
18.53006,-0.5394187,4.273036,1
10.666069,11.726983,-8.34749,0
18.52749,-0.52561307,4.287928,1
10.639393,11.683641,-8.368332,0
18.520393,-0.5407037,4.26997,1
10.582042,11.586316,-8.410323,0
18.53606,-0.5309174,4.2840657,1
10.597473,11.602773,-8.395257,0
19.529766,6.1392636,2.9883096,1
10.456401,11.308343,-8.461467,0
19.53911,6.1062446,2.979083,1
10.444904,11.2826,-8.466867,0
19.693533,6.223136,2.817683,1
10.44742,11.284415,-8.465704,0
19.765238,6.18296,2.7388647,1
10.454428,11.305831,-8.463209,0
19.792498,6.144301,2.707335,1
10.438583,11.279717,-8.474716,0
19.89575,6.086431,2.59537,1
10.463313,11.325423,-8.471783,0
10.45727,11.356362,-8.469882,0
19.860699,6.0919905,2.6318517,1
10.452337,11.30304,-8.464768,0
19.897339,6.066967,2.5926943,1
8.771599,-2.7340193,-8.805227,0
19.867657,6.092812,2.6234844,1
10.472728,11.326266,-8.446238,0
19.882898,6.0776405,2.608583,1
19.879421,6.07492,2.6119905,1
10.462208,11.323248,-8.460243,0
19.872307,6.0734076,2.6189606,1
10.472621,11.344876,-8.455153,0
12.105789,0.29811075,-5.647278,1
12.222746,-0.45822254,-10.671505,0
12.100919,0.30545917,-5.6383104,1
12.17425,-0.44697633,-10.712286,0
12.112307,0.2936607,-5.652856,1
12.179783,-0.4526956,-10.705386,0
12.079391,0.3053284,-5.6458263,1
12.218349,-0.42639413,-10.694335,0
12.093091,0.30331552,-5.647704,1
12.235351,-0.45596203,-10.667714,0
11.728392,0.31138927,-5.6490297,1
12.212186,-0.42951578,-10.697004,0
11.728226,0.30796444,-5.6535673,1
12.180763,-0.4390039,-10.712086,0
11.685397,0.29485244,-5.6697764,1
12.225695,-0.41570634,-10.7113285,0
11.716238,0.31021482,-5.6532626,1
12.200623,-0.45691,-10.690496,0
11.7319145,0.31121147,-5.644517,1
12.179735,-0.39696535,-10.734691,0
11.718412,0.31022507,-5.650931,1
12.217401,-0.41273525,-10.704201,0
11.715413,0.31198713,-5.6485434,1
12.231953,-0.40841088,-10.711405,0
4.1150055,7.6201367,-13.660741,1
12.207143,-0.46069622,-10.681156,0
4.1144333,7.6067734,-13.647106,1
12.2174425,-0.45613912,-10.676777,0
4.18911,7.604774,-13.645007,1
12.214249,-0.4356657,-10.693562,0
4.2126217,7.6325736,-13.672169,1
12.230516,-0.44342068,-10.675386,0
4.1049843,7.627604,-13.668233,1
12.214017,-0.45742384,-10.676729,0
4.1614676,7.619536,-13.659945,1
12.221718,-0.45351654,-10.677172,0
4.1431212,7.624161,-13.664263,1
12.233875,-0.4473319,-10.672467,0
4.1486807,7.609315,-13.649609,1
12.234947,-0.44111827,-10.674915,0
4.1308374,7.6131473,-13.653411,1
12.235278,-0.4414912,-10.674604,0
4.150736,7.6131663,-13.653469,1
12.25763,-0.42754883,-10.651841,0
4.170296,7.6384015,-13.678693,1
12.1906,-0.48597312,-10.653314,0
4.1100955,7.614485,-13.654985,1
12.256316,-0.42301866,-10.663436,0
18.181557,-0.66944957,4.069034,1
10.980915,12.6740265,-8.11184,0
10.9768095,12.667804,-8.106857,0
18.191067,-0.66149634,4.083549,1
10.970809,12.64915,-8.109932,0
18.14829,-0.6827399,4.0513144,1
10.994889,12.688578,-8.112964,0
18.257326,-0.65919846,4.1030183,1
10.968283,12.6804085,-8.096413,0
18.327093,-0.6250922,4.1472874,1
10.970388,12.65142,-8.106717,0
18.407455,-0.5526231,4.240214,1
10.974342,12.658961,-8.1093445,0
18.448616,-0.5590958,4.239881,1
10.968228,12.644058,-8.108962,0
18.422283,-0.5661556,4.228657,1
10.983085,12.679815,-8.113992,0
18.34813,-0.5874678,4.193505,1
11.126728,12.950102,-8.240692,0
18.388508,-0.5665809,4.2208176,1
10.991019,12.693672,-8.119273,0
18.289442,-0.6198166,4.146583,1
10.993952,12.700334,-8.121062,0
18.322401,-0.60146344,4.1761994,1
19.60939,6.309343,2.8981903,1
11.141696,12.969198,-8.254896,0
19.570545,6.3147902,2.9398375,1
11.145974,12.975049,-8.259282,0
19.507013,6.2395196,3.0083933,1
11.136279,12.963736,-8.249875,0
19.438448,6.2018623,3.0789833,1
11.132372,12.957928,-8.246246,0
19.458567,6.1872783,3.0604703,1
11.131715,12.956387,-8.245597,0
19.499304,6.2332025,3.0161746,1
11.11129,12.9242115,-8.226875,0
19.515621,6.2250414,2.9998343,1
11.120042,12.937786,-8.234512,0
19.576025,6.2955904,2.9352398,1
11.100734,12.904894,-8.217175,0
19.569473,6.2847652,2.9405696,1
11.128073,12.947839,-8.242419,0
19.572506,6.2887125,2.9380307,1
11.121846,12.941166,-8.236248,0
19.59071,6.325924,2.916967,1
11.110867,12.927601,-8.225448,0
19.580776,6.2961607,2.9218082,1
11.101685,12.906133,-8.217919,0
12.351311,0.058477953,-5.887843,1
12.348523,0.06220189,-5.8842926,1
12.359137,0.05039127,-5.895914,1
12.35778,0.053092085,-5.8931437,1
12.310596,0.09428517,-5.8531294,1
12.246119,0.13761958,-5.812869,1
12.339474,0.069221504,-5.876944,1
12.29581,0.10356651,-5.8436255,1
12.295675,0.111800686,-5.8352647,1
12.240243,0.16952805,-5.776535,1
12.174091,0.239867,-5.710126,1
12.120619,0.34176105,-5.6069374,1
4.398912,7.246565,-13.292373,1
4.4588394,7.171649,-13.217748,1
4.4524975,7.178281,-13.224794,1
4.3917937,7.2441034,-13.290327,1
4.128328,7.507556,-13.549482,1
4.1198726,7.5155425,-13.557298,1
3.9765894,7.516764,-13.559036,1
3.9567158,7.498726,-13.541059,1
3.9574327,7.509379,-13.551788,1
3.9811745,7.5218234,-13.564133,1
3.9665637,7.54478,-13.586944,1
3.9749217,7.509188,-13.551296,1
5.4456105,22.06601,3.6448588,0
18.31466,-0.59559226,4.16659,1
5.460786,22.081188,3.660006,0
18.259466,-0.64692336,4.114735,1
5.413182,22.033648,3.6124015,0
18.157461,-0.6849056,4.0469813,1
5.4404054,22.060816,3.6396203,0
18.180367,-0.6606033,4.0829463,1
5.4086647,22.029179,3.6078649,0
18.18101,-0.66832197,4.0710716,1
5.395463,22.015905,3.5947337,0
18.241062,-0.65220135,4.095717,1
5.437751,22.058224,3.636959,0
18.18984,-0.68055785,4.056554,1
5.43995,22.0604,3.6391854,0
18.225674,-0.68721426,4.054154,1
18.30375,-0.7240963,4.0220838,1
5.4411716,22.061695,3.6404166,0
18.41281,-0.6690413,4.1076393,1
5.442188,22.062561,3.6414902,0
18.459469,-0.62181956,4.1674542,1
5.445358,22.06585,3.6445842,0
18.47544,-0.6849806,4.093862,1
5.453273,22.0738,3.6524916,0
19.52031,6.266574,2.9930637,1
5.4588747,22.079082,3.658186,0
19.45874,6.2638855,3.060915,1
5.4643006,22.084482,3.6636686,0
19.447332,6.2014637,3.0723429,1
5.4643073,22.084452,3.6637046,0
19.400686,6.1518865,3.1220925,1
5.4807243,22.100777,3.6801283,0
5.4645133,22.084614,3.6638978,0
19.408152,6.1555023,3.1137915,1
5.4671454,22.08725,3.6665127,0
19.435417,6.178091,3.0858004,1
19.430346,6.1673903,3.0900626,1
5.479799,22.099966,3.679172,0
19.45893,6.2026544,3.0560026,1
5.476474,22.096697,3.675826,0
19.514875,6.2189717,2.998651,1
5.4752707,22.095503,3.674594,0
19.644135,6.293313,2.8649952,1
5.4705505,22.090809,3.669897,0
19.61914,6.322242,2.8899572,1
5.463552,22.083813,3.662848,0
19.614307,6.3410997,2.893459,1
5.4640765,22.084341,3.6634042,0
12.247408,0.15694857,-5.7889576,1
18.384604,12.505303,2.2923803,0
12.260588,0.14307311,-5.803359,1
18.40061,12.515645,2.2820673,0
12.250087,0.15331471,-5.7915473,1
18.389565,12.505761,2.291923,0
12.234549,0.16886403,-5.7794185,1
18.383799,12.490075,2.3076367,0
12.22366,0.18392846,-5.765376,1
18.383194,12.49378,2.3038385,0
12.234424,0.17557795,-5.7705283,1
18.388788,12.503628,2.294053,0
12.217828,0.21063529,-5.7365503,1
18.385946,12.502109,2.2956467,0
12.206012,0.20879282,-5.73836,1
18.396013,12.486518,2.3111846,0
12.141119,0.26984632,-5.6792355,1
18.369955,12.510039,2.2876067,0
12.105925,0.3006379,-5.648744,1
18.357353,12.522115,2.275412,0
12.110633,0.2784663,-5.6699467,1
18.379526,12.501565,2.2961617,0
12.112503,0.2939477,-5.655895,1
18.367687,12.510417,2.2872229,0
4.5286894,7.093657,-13.138801,1
18.378689,12.497781,2.299931,0
4.4412527,7.200918,-13.246762,1
18.375011,12.505741,2.2919767,0
4.24015,7.493206,-13.535057,1
18.378103,12.50095,2.2968245,0
4.155396,7.588954,-13.62966,1
18.367077,12.513873,2.2839105,0
4.1801534,7.5791306,-13.619828,1
18.347094,12.531484,2.2659268,0
4.1672835,7.6187997,-13.659254,1
18.371128,12.504582,2.292987,0
4.1083245,7.6040154,-13.645081,1
18.362438,12.516468,2.2812464,0
4.2025113,7.622513,-13.662206,1
18.370796,12.505063,2.2926056,0
4.1361885,7.6160207,-13.656506,1
18.337763,12.541692,2.2557352,0
4.2305346,7.5849037,-13.625818,1
18.341486,12.537892,2.2595744,0
4.2198324,7.6116796,-13.6521015,1
18.35345,12.524642,2.2728457,0
4.172641,7.633398,-13.673939,1
18.365824,12.496499,2.3012564,0
18.465265,-0.5482331,4.253337,1
0.36554408,21.772781,-3.9360285,0
18.427212,-0.58552736,4.2115455,1
0.31953287,21.818846,-3.8900511,0
18.255262,-0.66266066,4.093348,1
0.3546867,21.78376,-3.9252179,0
18.225676,-0.65291816,4.0913877,1
0.34344628,21.795048,-3.9140303,0
18.073273,-0.68738586,4.0272107,1
0.33053496,21.807976,-3.9011345,0
18.041586,-0.6999023,4.0030403,1
0.3443137,21.794157,-3.9149182,0
18.068613,-0.68932486,4.0240765,1
0.34863982,21.789824,-3.9192545,0
18.046474,-0.69124955,4.017531,1
0.3279821,21.81053,-3.8986099,0
18.049103,-0.6885911,4.0195556,1
0.36574966,21.772781,-3.9363518,0
18.063349,-0.6922898,4.01959,1
0.35273346,21.785692,-3.9232814,0
18.064245,-0.70037234,4.0078526,1
0.34658167,21.791891,-3.9171581,0
18.138073,-0.7231851,3.9977787,1
0.35043442,21.788006,-3.921007,0
19.50807,6.2122793,3.0106237,1
0.3111447,21.82737,-3.8817418,0
19.487167,6.185082,3.0325677,1
0.35048822,21.78801,-3.9210718,0
19.467617,6.149154,3.0529099,1
0.37968996,21.75869,-3.9501994,0
19.47492,6.1477704,3.0462134,1
0.36386946,21.774555,-3.9344127,0
19.454544,6.137704,3.0676186,1
0.3934055,21.744944,-3.963921,0
19.485683,6.162208,3.034887,1
0.3950963,21.743252,-3.9656312,0
19.61782,6.1794963,2.8991191,1
0.3831308,21.755192,-3.9536557,0
19.691675,6.242175,2.8215835,1
0.3397959,21.79873,-3.9103959,0
19.690916,6.204445,2.8228867,1
0.37075227,21.767803,-3.9413853,0
19.730724,6.2404175,2.7827582,1
0.3436469,21.794884,-3.914259,0
19.695288,6.252196,2.817432,1
0.36334524,21.775143,-3.9339294,0
19.709993,6.232543,2.8006577,1
0.33069038,21.807858,-3.9013166,0
8.626811,-8.359075,4.1386056,0
12.075075,0.3400221,-5.5885396,1
8.601503,-8.3336735,4.1638074,0
12.095672,0.31426185,-5.6261005,1
8.65316,-8.385359,4.112319,0
12.085085,0.3178862,-5.6344433,1
12.080977,0.32026398,-5.634314,1
8.60941,-8.341617,4.1559834,0
8.666704,-8.398779,4.0987067,0
12.16976,0.2369257,-5.713099,1
8.624321,-8.356537,4.1411214,0
12.143167,0.23518628,-5.7225194,1
12.145131,0.24281129,-5.714057,1
8.619622,-8.351887,4.145891,0
12.188498,0.20144662,-5.754846,1
8.648232,-8.380421,4.117231,0
12.128669,0.26402113,-5.694184,1
8.613094,-8.345314,4.152397,0
12.138256,0.2591897,-5.6981335,1
8.638759,-8.370926,4.1266937,0
12.120577,0.2856072,-5.673056,1
8.603637,-8.335881,4.16171,0
12.081661,0.32000786,-5.6340976,1
8.584691,-8.3168955,4.180673,0
4.462867,7.1662045,-13.212645,1
8.621435,-8.353693,4.1441526,0
4.500331,7.1227593,-13.169014,1
8.664949,-8.397176,4.1005244,0
4.482941,7.1398506,-13.186357,1
8.645695,-8.377996,4.119861,0
4.4825835,7.1411796,-13.187619,1
8.6376505,-8.369942,4.1279826,0
8.628725,-8.361086,4.1368675,0
4.486681,7.1388407,-13.185347,1
8.628847,-8.361128,4.136723,0
4.4870543,7.1376257,-13.184159,1
8.610055,-8.342315,4.1553464,0
4.4226794,7.2076254,-13.254496,1
8.617865,-8.350239,4.1476336,0
4.3669667,7.26457,-13.311124,1
8.629706,-8.362137,4.136475,0
4.366662,7.2645497,-13.311263,1
8.633974,-8.366279,4.131655,0
4.401382,7.229842,-13.276873,1
4.377575,7.2570744,-13.303707,1
8.642596,-8.374956,4.1230397,0
8.63285,-8.365243,4.1328464,0
4.3951154,7.2411485,-13.28795,1
4.5258374,16.030294,2.224381,0
2.558377,5.0842867,-3.3325515,1
4.504267,16.042114,2.231847,0
2.538617,5.0524726,-3.3513372,1
4.5248947,16.02638,2.2171454,0
2.569379,5.063413,-3.3570945,1
4.520527,16.029524,2.2230387,0
2.5772736,5.0807652,-3.3484344,1
4.5353947,16.01962,2.223986,0
2.5898087,5.0751452,-3.35829,1
4.5308757,16.023287,2.2210767,0
2.5880022,5.069279,-3.363613,1
4.5401535,16.009567,2.2049904,0
2.6049473,5.0884395,-3.361116,1
4.53074,16.024876,2.2219837,0
2.622528,5.0996747,-3.3781016,1
4.5198426,16.017029,2.2087147,0
2.612078,5.0913787,-3.3632298,1
4.511747,16.03471,2.23392,0
2.602985,5.0937777,-3.3504574,1
4.48669,15.991951,2.1637008,0
2.5736787,5.060508,-3.3666067,1
4.5284905,16.024994,2.223918,0
2.6133249,5.095469,-3.3813705,1
4.520944,16.030125,2.2269912,0
0.5647929,0.07360309,-2.803694,1
4.5200453,16.029028,2.228137,0
0.38629946,0.13929118,-2.6428313,1
4.4679084,16.063713,2.277725,0
0.47800058,0.11118146,-2.726735,1
4.5287647,16.024397,2.2216783,0
0.65217614,0.10548134,-2.8616476,1
4.541889,16.04156,2.2376363,0
0.66717905,0.07330105,-2.8874753,1
4.523923,16.032907,2.2288542,0
0.84777105,0.1335709,-3.0207062,1
4.5113444,16.046915,2.2422204,0
0.85575885,0.13757856,-3.0190914,1
4.508702,16.042492,2.235382,0
0.883718,0.15663524,-3.0349689,1
4.5190167,16.028696,2.2360137,0
0.76508254,0.109934404,-2.9699872,1
4.4926066,16.015171,2.2563512,0
0.7162325,0.07954943,-2.9323611,1
4.527752,16.025295,2.2232533,0
0.89793897,0.16807584,-3.0519147,1
4.515744,16.0292,2.2358112,0
0.8410335,0.13041373,-3.0214844,1
-4.8464994,-7.691044,-4.6579547,0
6.8213696,7.7795453,-1.8909856,1
-4.8863535,-7.709627,-4.687751,0
6.8521833,7.788389,-1.9326196,1
-4.858146,-7.686636,-4.6697097,0
6.852422,7.822018,-1.9744674,1
-4.848394,-7.7148495,-4.65637,0
6.9065046,7.8332534,-2.0469227,1
-4.859447,-7.6783223,-4.6718774,0
7.024313,7.863934,-2.173084,1
-4.8659163,-7.7028003,-4.6757445,0
7.232554,7.8862576,-2.36162,1
-4.8601375,-7.6568294,-4.673438,0
7.3812885,7.902166,-2.4932923,1
-4.8787675,-7.682426,-4.6906233,0
7.427352,7.8968744,-2.5297055,1
-4.8709536,-7.6636286,-4.685836,0
7.4859266,7.8324127,-2.5572739,1
-4.9137893,-7.707531,-4.713939,0
7.6553683,7.599127,-2.6499796,1
-4.9690914,-7.638592,-4.783394,0
7.798671,7.479169,-2.7019968,1
-4.9010305,-7.6464424,-4.7164674,0
7.6381783,7.6413403,-2.6215682,1
-4.9637065,-7.659379,-4.7781444,0
7.6634593,6.94163,-3.2846549,1
-4.9180007,-7.6416507,-4.734502,0
7.6375113,6.9123464,-3.3170266,1
-4.917969,-7.6349616,-4.734947,0
7.6242514,6.8983216,-3.3300686,1
-4.933795,-7.618841,-4.7503395,0
7.6220365,6.896763,-3.3328724,1
-4.9102387,-7.6378384,-4.726636,0
7.6516232,6.9277925,-3.2993503,1
-4.915583,-7.6498885,-4.7320294,0
7.65605,6.9336286,-3.2923772,1
-4.9166865,-7.620764,-4.7328568,0
7.666462,6.94716,-3.2801538,1
-4.904414,-7.6333103,-4.720227,0
7.638813,6.9128003,-3.3162003,1
-4.882916,-7.606694,-4.6988463,0
7.6428595,6.916621,-3.3101823,1
-4.87439,-7.612982,-4.698249,0
7.6496143,6.924876,-3.3013015,1
-4.9063277,-7.603536,-4.7229877,0
7.650297,6.927142,-3.3000417,1
-4.887744,-7.615531,-4.711194,0
7.660471,6.937058,-3.2927673,1
1.4033245,16.155224,4.9821243,1
1.6628178,5.240708,-2.7114398,0
1.4301071,16.139084,4.982972,1
1.6356194,5.2495656,-2.6937213,0
1.1521989,16.314043,5.0401874,0
2.274457,5.026932,-3.1681972,1
1.1047637,16.358467,5.0108976,0
2.33028,4.9435167,-3.2450588,1
1.0913055,16.365818,5.0350175,0
2.337977,4.927889,-3.2417495,1
1.1205009,16.349281,4.9907336,0
2.4311564,4.9895673,-3.2933824,1
1.1422983,16.334316,4.982633,0
2.601285,5.0988116,-3.3118303,1
1.1510757,16.327879,4.9829545,0
2.624124,5.1144404,-3.3223147,1
1.1330454,16.340996,4.9849353,0
2.616195,5.1059904,-3.3108404,1
1.1606624,16.320862,4.978363,0
2.6205237,5.117294,-3.2966473,1
1.1115898,16.356672,4.996983,0
2.6322367,5.1145763,-3.3141932,1
1.1672039,16.316813,4.9800024,0
2.661396,5.1471443,-3.2767544,1
1.1346543,16.340212,4.9826536,0
0.42262426,0.15193968,-2.6724625,1
1.1298962,16.343752,4.987104,0
0.81897527,0.09473743,-2.980922,1
1.1063051,16.36031,5.002714,0
0.67035085,0.0883503,-2.901826,1
1.0681425,16.39643,5.0403867,0
0.4056913,0.15533198,-2.6589975,1
1.1053987,16.358473,5.0091686,0
0.37122962,0.18677886,-2.6217058,1
1.1263133,16.345936,4.988543,0
0.33058357,0.2034581,-2.5866685,1
1.134186,16.340954,4.986031,0
0.3918547,0.16288196,-2.6454175,1
1.131685,16.342587,4.9898195,0
0.4049774,0.17441913,-2.6534882,1
1.1259519,16.347013,4.9891505,0
0.63414764,0.08719313,-2.8703866,1
1.1163387,16.352982,4.9952946,0
0.5432844,0.11446318,-2.7862267,1
0.6348155,0.0800608,-2.8684523,1
1.1013092,16.368006,5.0096817,0
0.6713952,0.11111002,-2.902944,1
1.105064,16.365362,5.0027385,0
-4.3965364,-8.385831,-3.8782425,0
2.3262985,15.339266,4.8643556,1
-4.362205,-8.421125,-3.8425627,0
2.3313541,15.337889,4.864124,1
-4.360106,-8.423703,-3.8399878,0
2.3439202,15.318706,4.851203,1
-4.360216,-8.423453,-3.8403184,0
2.4514954,10.934584,7.772911,1
-4.3599577,-8.423741,-3.84006,0
2.4711227,10.916734,7.8143935,1
-4.341914,-8.443796,-3.8200445,0
2.504186,10.890361,7.8523803,1
-4.3681793,-8.416046,-3.8473184,0
2.4826648,10.908334,7.8300824,1
-4.3601446,-8.42328,-3.8406281,0
2.3728778,10.966695,7.6377883,1
-4.3588014,-8.424977,-3.8388493,0
2.5062904,10.888191,7.8596454,1
-4.360383,-8.423482,-3.8403885,0
6.8910985,7.674378,-1.7838302,1
-4.35825,-8.425543,-3.8398163,0
6.9000278,7.674836,-1.7909468,1
-4.3616996,-8.420989,-3.8435805,0
6.890051,7.6838446,-1.7991457,1
-5.009553,-7.764828,-4.819562,0
7.8130083,7.1588235,-2.9817824,1
-4.99093,-7.7642026,-4.801395,0
7.8266954,7.2161865,-2.9182267,1
-5.0294642,-7.786638,-4.839841,0
7.8683553,7.330033,-2.7916405,1
-5.0036936,-7.7607327,-4.814183,0
7.82825,7.268021,-2.8676152,1
-5.024467,-7.7786064,-4.8350635,0
7.613758,6.88876,-3.338689,1
-4.8761077,-7.6402874,-4.6911426,0
7.6576586,6.944007,-3.2736912,1
-4.9923773,-7.76526,-4.8000493,0
7.6250873,6.902614,-3.3217366,1
-5.0054827,-7.7506633,-4.8164916,0
7.6166134,6.890146,-3.3361936,1
-5.0147552,-7.7655478,-4.825038,0
7.615999,6.8882084,-3.3375144,1
-5.0046487,-7.7606583,-4.8153048,0
7.64569,6.9239855,-3.2994678,1
-5.0033035,-7.741129,-4.8146944,0
7.6396465,6.9212713,-3.3032603,1
-5.020396,-7.767511,-4.8315444,0
7.6629944,6.9521666,-3.2654274,1
2.332719,15.334689,4.863977,0
1.1526879,5.4403596,-2.4208503,1
2.3036852,15.376057,4.8741193,0
1.2096139,5.404948,-2.598312,1
2.330617,15.337433,4.8655353,0
1.1843486,5.4115973,-2.6017745,1
2.2796211,15.405047,4.8946385,1
1.281383,5.3651576,-2.661511,0
1.9142383,15.833839,4.978252,1
1.6072774,5.25694,-2.714552,0
1.9431564,15.813037,4.9777565,0
1.6105807,5.253199,-2.7061248,1
1.7650546,15.910553,4.9551415,0
2.2861164,5.0218167,-3.1868064,1
1.8669982,15.862061,4.9700704,0
2.3775806,4.966866,-3.2881775,1
2.0864103,15.712839,4.9563212,0
2.3403115,4.9055285,-3.27252,1
2.049498,15.704553,4.937701,0
2.4150925,4.978547,-3.3246784,1
1.9555336,15.756001,4.9115586,0
2.4851463,5.012571,-3.3345103,1
2.0777955,15.61563,4.8748336,0
2.6270366,5.075783,-3.321371,1
2.0598643,15.607155,4.8451014,0
0.40711656,0.12089897,-2.660286,1
2.0471675,15.625008,4.8622375,0
0.59817636,0.039676905,-2.8414097,1
1.8445604,15.789066,4.8802724,0
0.65042794,0.056497645,-2.889214,1
1.7964672,15.825252,4.8996034,0
0.33379012,0.18443744,-2.5905268,1
1.7975057,15.847869,4.9149876,0
0.35963538,0.17187168,-2.6153476,1
1.7795548,15.854464,4.923191,0
0.33267614,0.18094698,-2.5906487,1
2.0619354,15.659992,4.8957343,0
0.5039021,0.03586061,-2.7543402,1
2.07931,15.643178,4.895523,0
0.60309374,0.03255523,-2.8454046,1
2.0359075,15.660855,4.8824053,0
0.6358386,0.043191034,-2.879449,1
2.0768998,15.629073,4.8820744,0
0.6080681,0.02966185,-2.8516538,1
2.0393481,15.653065,4.8789296,0
0.6888638,-0.0027204661,-2.9304693,1
2.0645924,15.631421,4.8712544,0
0.70654976,0.04423184,-2.9365847,1
3.3483694,-0.27400175,8.000255,0
9.043577,7.376746,4.2179027,1
3.3393776,-0.284644,7.990431,0
9.034829,7.376796,4.240497,1
3.3708177,-0.26183876,8.025533,0
1.6313014,1.0373006,3.8765705,1
3.3537283,-0.27138406,8.007084,0
1.6041563,1.0109035,3.8930295,1
3.3805509,-0.22969337,8.028536,0
1.5946211,1.0021422,3.8958664,1
3.3944945,-0.181813,8.030256,0
1.5972387,1.0049306,3.889343,1
3.395902,-0.19740307,8.037231,0
1.5792751,0.9872074,3.9043987,1
1.5638237,0.9722842,3.911779,1
3.6033955,0.1276347,8.170674,0
1.6142904,1.022538,3.8673706,1
3.6188915,0.14333822,8.1896,0
1.5559652,0.96467155,3.9178634,1
3.609513,0.13339104,8.17672,0
1.5578907,0.9666777,3.9165273,1
3.567576,0.088762335,8.139522,0
1.5607969,0.96924067,3.917346,1
3.5787368,0.116973154,8.132628,0
